order_id,created_on,customer_id,gross,status
order_6ER5zVGoKWOyjQ,2026-08-18,cust_0029,2265.94,captured
order_A3ld7iqCj51v8d,2026-08-18,cust_0087,49198.77,captured
order_EGRQ3t3rImSgwy,2026-08-18,cust_0065,3017.56,captured
order_MF9KUKuRyQixbo,2026-08-18,cust_0033,1819.27,captured
order_QBSEDP6LyAYUys,2026-08-18,cust_0087,5345.36,captured
order_bpuu0dC9PMJENa,2026-08-18,cust_0039,3709.49,captured
order_fp4YBiLhRNuQ4t,2026-08-18,cust_0046,1712.45,captured
order_hPLveOuJNJPCaS,2026-08-18,cust_0023,4779.20,captured
order_myeTY9lisaPj54,2026-08-18,cust_0026,29320.73,captured
order_pDEdV0fKfw4AAz,2026-08-18,cust_0055,2507.89,captured
order_tC8iintCDgJpnZ,2026-08-18,cust_0076,3242.78,captured
order_tcgUDJkCdtZCIA,2026-08-18,cust_0089,2058.93,captured
order_tgTLiJdUhbOvRq,2026-08-18,cust_0076,2350.50,captured
order_vcqIhrVPuLMCr1,2026-08-18,cust_0052,1106.10,captured
order_xpeKskvlxnrlTu,2026-08-18,cust_0052,1374.42,captured
order_7MRzvtCtLBsbiQ,2026-08-19,cust_0039,2221.66,captured
order_Dq1mbnR0Dix6a9,2026-08-19,cust_0085,32366.14,captured
order_Gvl5twKRnM4LTk,2026-08-19,cust_0068,398.63,refunded
order_Pr2mmQc12t66qS,2026-08-19,cust_0085,2117.61,captured
order_Z2l8qIRo8yfmnG,2026-08-19,cust_0036,3967.36,captured
order_ZSHlgaFSL9XbZV,2026-08-19,cust_0056,4399.91,captured
order_cAECNAfdnRind6,2026-08-19,cust_0088,520.47,captured
order_eHr8mngVGvsg7K,2026-08-19,cust_0063,1134.59,captured
order_ebaiesSp6TMeDQ,2026-08-19,cust_0053,3322.94,captured
order_jyRXUqoBhUnRca,2026-08-19,cust_0006,3910.82,captured
order_mmMNWhCYA86EBb,2026-08-19,cust_0061,472.67,captured
order_nWJPogjdzzKvWb,2026-08-19,cust_0034,4131.03,captured
order_4rOItVIILpXWaC,2026-08-20,cust_0066,4507.60,captured
order_5eBBwWP2stgp6g,2026-08-20,cust_0027,759.14,captured
order_7LWSq0qm86H1PD,2026-08-20,cust_0003,51652.74,captured
order_AZ4s8DZ2dBiyWi,2026-08-20,cust_0082,4206.25,captured
order_C4MzlJrV3cLzbW,2026-08-20,cust_0024,3801.80,captured
order_LZJjSGAGzK4VMT,2026-08-20,cust_0005,1690.33,captured
order_Qsf1pHdYPkfOhb,2026-08-20,cust_0064,2805.61,captured
order_RAomWmQbH8eALK,2026-08-20,cust_0065,2941.08,captured
order_V1eHr5NOBY4LX4,2026-08-20,cust_0020,535.50,captured
order_XyPwaNumEZYw2h,2026-08-20,cust_0066,2813.37,captured
order_aU5Fomvn21N11F,2026-08-20,cust_0010,4538.37,captured
order_g7vXzrnOAJavff,2026-08-20,cust_0077,44742.45,captured
order_m88aAaCgNYno1b,2026-08-20,cust_0017,2576.07,captured
order_mimWOS4axwA4fD,2026-08-20,cust_0031,2396.22,captured
order_oJXz0NKIPrBKp3,2026-08-20,cust_0077,693.00,captured
order_tyqbI8Q1cNsdWa,2026-08-20,cust_0023,5237.68,captured
order_6xNjrPsxf5e4ZE,2026-08-21,cust_0029,1258.59,captured
order_8eDmfnGcdoS7yt,2026-08-21,cust_0032,1283.22,captured
order_FHIKR5XQzrFVHU,2026-08-21,cust_0033,11370.43,captured
order_Nz4mRBqNG2t6d4,2026-08-21,cust_0087,3506.14,captured
order_PFMUp2vEAW73Tf,2026-08-21,cust_0056,1288.12,captured
order_hqe7ttyT8s8GtP,2026-08-21,cust_0013,2714.99,captured
order_ip3djPZ3s39H0B,2026-08-21,cust_0075,1736.13,captured
order_n1KB63J2qU7gma,2026-08-21,cust_0002,2360.65,captured
order_omtQ2tofJiW5OJ,2026-08-21,cust_0040,1440.96,captured
order_pNGk5gLRyW59YU,2026-08-21,cust_0062,2924.26,captured
order_q9Gayrhvy9IVcM,2026-08-21,cust_0079,4688.32,captured
order_tCcQLUq4Vc9CvG,2026-08-21,cust_0019,1894.28,captured
order_yZsThE2hD01pM4,2026-08-21,cust_0071,1872.60,captured
order_5eglUrSREdQ4CW,2026-08-22,cust_0035,4644.40,captured
order_E6VdvvBoWfK8IC,2026-08-22,cust_0022,4279.69,captured
order_FM6vbTcP6vqwgp,2026-08-22,cust_0040,2024.82,captured
order_LX9JlTEVhgXMi0,2026-08-22,cust_0061,906.38,captured
order_U6WxLnzgeh7YAH,2026-08-22,cust_0086,4460.13,captured
order_ZH6huAvpc5ESGR,2026-08-22,cust_0086,4191.89,captured
order_fHOoh9NmvK1pi2,2026-08-22,cust_0006,19727.02,captured
order_fcJuoF2LaE3gq5,2026-08-22,cust_0019,4700.35,captured
order_flC2KYCV4dwKRG,2026-08-22,cust_0087,1365.28,captured
order_hViWzkJbAXAy4M,2026-08-22,cust_0052,3836.26,captured
order_k7vbIEEZwxEXRH,2026-08-22,cust_0005,3371.22,captured
order_ottuApSaCBxaaB,2026-08-22,cust_0054,3449.90,captured
order_vJ5moX49KEivWB,2026-08-22,cust_0082,488.43,captured
order_wsskpuPlUflLdU,2026-08-22,cust_0050,594.87,captured
order_xiB2HBR2TtTXJl,2026-08-22,cust_0024,1312.75,captured
order_0aca8U0I3oG6tf,2026-08-23,cust_0017,4357.07,captured
order_5JgSKYrq3rcQrj,2026-08-23,cust_0038,3134.70,captured
order_6rF6RMocUcZRT7,2026-08-23,cust_0062,3557.13,captured
order_EPr6HtnAbPcxXe,2026-08-23,cust_0023,2029.24,captured
order_JDV230l19YmMg0,2026-08-23,cust_0003,3678.27,captured
order_OlqruSn0f1huqA,2026-08-23,cust_0060,4490.69,captured
order_TTbiM00HwYDqQp,2026-08-23,cust_0040,4482.24,captured
order_YNHYOxTqmTXmpi,2026-08-23,cust_0025,1122.75,captured
order_jqNDMrmif2nERO,2026-08-23,cust_0088,57318.86,captured
order_l3xeGKKTDuQzqK,2026-08-23,cust_0039,4948.12,captured
order_pb5m0s5XkKQgY9,2026-08-23,cust_0046,4787.30,captured
order_pdoU5tGkwFWQuA,2026-08-23,cust_0056,4276.09,captured
order_qe7K5Y82JpFyTU,2026-08-23,cust_0037,1907.76,captured
order_0iItgCpJBg28Tk,2026-08-24,cust_0050,1055.49,captured
order_4ZHQctQzafrPHO,2026-08-24,cust_0042,1716.17,captured
order_GumPWBrBtGNEev,2026-08-24,cust_0024,318.33,captured
order_IWXrovzZs4OxN3,2026-08-24,cust_0063,5782.18,captured
order_Va3TIRj1ysZ5Qs,2026-08-24,cust_0003,48135.74,captured
order_Y1tWyrEh8XmmOp,2026-08-24,cust_0081,691.43,captured
order_ZfvmG3lnLhFay0,2026-08-24,cust_0017,440.58,captured
order_eBX9kBhawWQY0q,2026-08-24,cust_0031,4196.21,captured
order_edy4AQ5FxitZb1,2026-08-24,cust_0014,2350.77,captured
order_fN0mRB88R9kRsX,2026-08-24,cust_0050,27612.69,captured
order_kbbZsDWJrp3dZg,2026-08-24,cust_0053,3051.27,captured
order_mImT2wzX3kAiwb,2026-08-24,cust_0052,2605.53,captured
order_miOum7M8vMrrJm,2026-08-24,cust_0064,4805.64,captured
order_yL9GzHzNMt8N9a,2026-08-24,cust_0016,3260.25,captured
order_1HMHezP8iaHVS0,2026-08-25,cust_0001,3746.39,captured
order_4oJUFX2JL2mMNo,2026-08-25,cust_0071,2684.26,captured
order_hSlC30CMgIAxgy,2026-08-25,cust_0072,1091.15,captured
order_kcmgxmtE99djNw,2026-08-25,cust_0032,3435.35,captured
order_vZNeDVHEKh78Fl,2026-08-25,cust_0032,3522.88,captured
order_4tsmwT0GDfojT3,2026-08-26,cust_0011,2843.42,captured
order_HaFvg6r1Vfpguf,2026-08-26,cust_0087,3539.86,captured
order_NsPXC295vXwxXy,2026-08-26,cust_0014,2459.12,captured
order_Y6NqYwcsmtPbm6,2026-08-26,cust_0080,1798.07,captured
order_cUK8T7ZjLYcwpd,2026-08-26,cust_0086,517.56,captured
order_ddSvKpfUKCARoO,2026-08-26,cust_0031,337.95,captured
order_juEZ7UPa2Jxe5z,2026-08-26,cust_0022,3227.30,captured
order_oXdDCq6QWdMh1K,2026-08-26,cust_0053,2559.23,captured
order_6WUdaXCp1oV5Iz,2026-08-27,cust_0013,1251.94,captured
order_8NqhzpNnjfxLr4,2026-08-27,cust_0010,3007.59,captured
order_8P1WuHhmNKINX4,2026-08-27,cust_0025,3141.86,captured
order_99nKvXKcpnWnl7,2026-08-27,cust_0042,448.51,captured
order_9ZDQJNARdAFrxS,2026-08-27,cust_0010,344.12,captured
order_CxWsWEyT6cSXfB,2026-08-27,cust_0069,2660.15,captured
order_IDTu6721i98wQs,2026-08-27,cust_0009,2850.68,captured
order_L0RzwggfZqKn6B,2026-08-27,cust_0002,10561.15,captured
order_Onz05MJUV5jtun,2026-08-27,cust_0085,3294.48,captured
order_P3EcfqwyY6fa6X,2026-08-27,cust_0027,4304.53,captured
order_QvgMJVIJwip8Tb,2026-08-27,cust_0028,1045.10,captured
order_j1pMKxyhz0JWjL,2026-08-27,cust_0019,842.39,captured
order_tjr9FyuBq2RAxs,2026-08-27,cust_0040,1586.36,captured
order_u0Ko9ZTWGst0aU,2026-08-27,cust_0015,1206.26,captured
order_vBCL8K2UOieQRt,2026-08-27,cust_0015,56176.56,captured
order_zxqAcgJgskIvO3,2026-08-27,cust_0031,1490.93,captured
order_1GqagOfPBzLjDp,2026-08-28,cust_0066,4753.65,captured
order_7TCUj2GMGfGW5S,2026-08-28,cust_0088,2246.07,captured
order_F6RDx9TDnxqnaF,2026-08-28,cust_0018,4238.80,captured
order_LU8f8j9nX29Ipg,2026-08-28,cust_0010,1763.99,captured
order_M89wOhKFFbitw5,2026-08-28,cust_0058,271.12,captured
order_N4SZnwX7Akr2E4,2026-08-28,cust_0015,37167.76,captured
order_NoET9SaHPD8ERv,2026-08-28,cust_0023,3773.84,captured
order_OH4chrYH8Gtac5,2026-08-28,cust_0052,2198.60,captured
order_QcB2qUwaCNaSo8,2026-08-28,cust_0084,1898.96,captured
order_Qjin3EQLKv8azo,2026-08-28,cust_0033,223.39,captured
order_Rx9j6z9Mwsf0ae,2026-08-28,cust_0084,3357.96,captured
order_TlRF76qZoItEn1,2026-08-28,cust_0018,4707.93,captured
order_WTAMoMlu2M1Qjl,2026-08-28,cust_0060,54240.69,captured
order_oWXn6YYIxEcfTX,2026-08-28,cust_0059,1531.77,captured
order_sVjZryk03w8GGz,2026-08-28,cust_0043,1659.39,captured
order_0KZU6KGFPvsQri,2026-08-29,cust_0069,350.13,captured
order_E6L8tisdljsuZS,2026-08-29,cust_0016,3145.39,captured
order_F6BJSHDSE1F3ND,2026-08-29,cust_0025,3919.67,captured
order_Fm5ibqyUjGpsW0,2026-08-29,cust_0075,2129.91,captured
order_GOJOmaSexv02fz,2026-08-29,cust_0071,3028.27,captured
order_LDShT0kIkmRUFt,2026-08-29,cust_0085,312.97,captured
order_UKqNGADtoAxWS8,2026-08-29,cust_0052,983.35,captured
order_XQ0z6prmaywT4s,2026-08-29,cust_0056,964.99,captured
order_XjTxM53hbjKPn2,2026-08-29,cust_0027,2639.10,captured
order_ZUkas81PowxV9h,2026-08-29,cust_0058,1388.16,captured
order_aT1ONNX1ukz5rK,2026-08-29,cust_0043,1343.46,captured
order_emtKWqAfSyZDU9,2026-08-29,cust_0068,2602.37,captured
order_htJM1l6fteCy7W,2026-08-29,cust_0020,3085.75,captured
order_jcxNxUy4oVOB7h,2026-08-29,cust_0019,51619.19,captured
order_mRpyS59FXIuTKF,2026-08-29,cust_0060,3567.17,captured
order_sw0nOWlGIRLjyH,2026-08-29,cust_0011,29830.53,captured
order_1K1pZn3bprxVZ1,2026-08-30,cust_0055,706.15,captured
order_6DFQ0SUYbzQYrt,2026-08-30,cust_0010,1458.36,captured
order_91PYzS6cE7s4PI,2026-08-30,cust_0071,1346.68,captured
order_9bRxOZ44ZhmDwm,2026-08-30,cust_0073,702.00,captured
order_D55tYioBb8wYpO,2026-08-30,cust_0024,4810.29,captured
order_HkOqsOgRB5yOaQ,2026-08-30,cust_0027,50029.94,captured
order_NITisgExcPUGzt,2026-08-30,cust_0007,1765.33,captured
order_NeSGCzAgEHQXXP,2026-08-30,cust_0063,4010.00,captured
order_Q9Zq8h5TN4dqxY,2026-08-30,cust_0064,4045.01,captured
order_Sd9TVflfx8WPJ0,2026-08-30,cust_0026,2416.28,captured
order_WzgDURRvc7w062,2026-08-30,cust_0033,1778.96,captured
order_cIj8QLxL2plMA7,2026-08-30,cust_0019,56970.91,captured
order_chWpotW6vTRzds,2026-08-30,cust_0001,728.47,captured
order_e8HZxN35Gt6UIR,2026-08-30,cust_0068,3718.71,captured
order_h0YR5MfIb24b48,2026-08-30,cust_0049,4453.07,captured
order_qyNS0ylpPjogVs,2026-08-30,cust_0003,2285.12,captured
order_szjZdnF2fenlr7,2026-08-30,cust_0035,4893.37,captured
order_zOz8Gm7dNWha55,2026-08-30,cust_0009,3387.06,captured
order_0wAfgNIGNXBItR,2026-08-31,cust_0067,1305.42,captured
order_FVc7Cv4oQW85B7,2026-08-31,cust_0026,4149.68,captured
order_Fa0TFx5izerYVR,2026-08-31,cust_0015,2400.84,captured
order_G1p5tVzXwlZooN,2026-08-31,cust_0020,1516.08,captured
order_GYP4FazaKIcDji,2026-08-31,cust_0027,1491.89,captured
order_Ggfiks1T0rmnHH,2026-08-31,cust_0080,4966.60,captured
order_PO9xpCnhv9dI6l,2026-08-31,cust_0036,41023.94,captured
order_Q6eAV8ysFGbL0J,2026-08-31,cust_0059,2700.35,captured
order_QaUnGNxnRSD1AP,2026-08-31,cust_0081,2361.54,captured
order_SPUHs3sBKIlj4I,2026-08-31,cust_0011,1883.25,captured
order_UCvPcJAarJ7ytC,2026-08-31,cust_0078,47214.29,captured
order_gygQTw6qFAbqfP,2026-08-31,cust_0029,1952.62,captured
order_ixYKTmw7Kr2qBQ,2026-08-31,cust_0048,1283.15,captured
order_jKI1tF0fu9yaHb,2026-08-31,cust_0070,4179.15,captured
order_mUqmVKRQpE8qcu,2026-08-31,cust_0036,56283.27,captured
order_oXgNwPFgfuLBBx,2026-08-31,cust_0015,786.76,captured
order_q6eM2ftcCSCEXb,2026-08-31,cust_0012,1961.66,captured
order_xoi9xDprx3TY6r,2026-08-31,cust_0032,39280.21,captured
order_zPwik34FOXCfOs,2026-08-31,cust_0039,3338.47,captured
order_EkRe6X3ImAwDll,2026-09-01,cust_0077,21760.11,captured
order_EsQGldecxbNSac,2026-09-01,cust_0011,3872.72,captured
order_Hn5O8Jn8Z1LYNH,2026-09-01,cust_0025,12879.09,captured
order_JwwWnBFuvvQG0h,2026-09-01,cust_0052,744.44,captured
order_LpTytaL37cgsqU,2026-09-01,cust_0007,4688.00,captured
order_YJXzjVWlWiifXd,2026-09-01,cust_0019,3161.73,captured
order_fkrGK3rtLBE9ey,2026-09-01,cust_0039,3950.92,captured
order_gD5i82S971VxSw,2026-09-01,cust_0062,581.31,captured
order_hilpjaJVj5eUgh,2026-09-01,cust_0073,3012.93,captured
order_l2TWFo1yBC32uU,2026-09-01,cust_0027,3901.75,captured
order_nuQIqQzoobmbYR,2026-09-01,cust_0001,1826.55,captured
order_tgxURJFVuNNd54,2026-09-01,cust_0005,2124.04,captured
order_wcK556dhMIkDcB,2026-09-01,cust_0075,951.81,captured
order_2A7wTh8buAuuez,2026-09-02,cust_0069,406.29,captured
order_2kgANqevkFuGBw,2026-09-02,cust_0051,14162.07,captured
order_7cUsdp9fvia6bT,2026-09-02,cust_0034,2339.79,captured
order_8zdYprqtXgPomo,2026-09-02,cust_0048,3640.01,captured
order_Dcy7jg5sNgsrkA,2026-09-02,cust_0050,3756.23,captured
order_HSxe6r1Q2AYAZx,2026-09-02,cust_0085,2071.74,captured
order_OkCoupUBQcXfsi,2026-09-02,cust_0073,3725.70,captured
order_Q5sJmWL2SyzA5t,2026-09-02,cust_0049,53598.52,captured
order_UpVRLrpcLnIX3G,2026-09-02,cust_0041,54555.07,captured
order_UshksKD4yyClQs,2026-09-02,cust_0035,10891.47,captured
order_Y9kkFnZ5KL8Nzn,2026-09-02,cust_0064,2810.71,captured
order_bsMtZ5GINyEEbB,2026-09-02,cust_0063,1352.15,captured
order_cKVu4cfd0rhiAn,2026-09-02,cust_0032,42899.57,captured
order_liOPfbwDgNfWZs,2026-09-02,cust_0017,6421.11,captured
order_qDLPRWcHEfaVxW,2026-09-02,cust_0006,1709.44,captured
order_qIs1M6MlAOB1pP,2026-09-02,cust_0089,388.83,captured
order_qcROnTIxeE0B3h,2026-09-02,cust_0034,4233.70,captured
order_00bpYrXSSI0hRn,2026-08-11,cust_0002,4322.45,captured
order_1GqagOfPBzLjDp,2026-08-28,cust_0066,4753.65,captured
order_5eglUrSREdQ4CW,2026-08-22,cust_0035,4644.40,captured
order_P6luf1zuCM18l3,2026-08-28,cust_0001,2000.00,captured
order_hjuHWbgZ6Oxrbr,2026-08-28,cust_0001,1000.00,captured
order_rIAteOe1M8hiCN,2026-08-28,cust_0001,1000.00,captured
order_JaNQhhTgR8kT2N,2026-08-03,cust_0001,2000.00,captured
order_FIUvyvu96mLguK,2026-08-03,cust_0001,1000.00,captured
order_tNLvjzhGnDaUST,2026-08-03,cust_0001,1000.00,captured
