settlement_id,utr,settled_on,order_id,entity_type,gross,fees,tax,net
setl_K9Y0lq8O8KEELE,ID3SY34KSJHZ78V2,2026-08-04,order_ycq9SLiiG5gBPU,payment,4162.20,83.24,14.98,4063.98
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_1pB2Wl5amSGAAZ,payment,2761.73,55.23,9.94,2696.56
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_CNeqm5kRpCbVS2,payment,49326.77,986.54,177.58,48162.65
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_CvnlfAGG9LsJuv,payment,2970.83,59.42,10.70,2900.71
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_F8w0Auop8fKKX2,payment,3906.88,78.14,14.07,3814.67
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_FjazkdqFx12AUg,payment,47960.29,959.21,172.66,46828.42
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_GseyO7PyL3vOQO,payment,2057.67,41.15,7.41,2009.11
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_QxmgHwKxlytEe1,payment,2845.80,56.92,10.25,2778.63
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_T6g0fKSZg14ZPn,payment,1260.71,25.21,4.54,1230.96
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_Wk5H92pO8sBAKt,payment,3840.56,76.81,13.83,3749.92
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_YkalBXYT1vzGSc,payment,3018.35,60.37,10.87,2947.11
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_Zr7z687uFIuDli,payment,2080.44,41.61,7.49,2031.34
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_cgb2oaYlUqbD7r,payment,4608.59,92.17,16.59,4499.83
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_gb2cKHWawDfZbr,payment,3418.85,68.38,12.31,3338.16
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_kL6cOILfN4ggjG,payment,4747.60,94.95,17.09,4635.56
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_m0TtNdx2x4TlbS,payment,5392.37,107.85,19.41,5265.11
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_m6GAEtxiPVpUIE,payment,2115.94,42.32,7.62,2066.00
setl_BVUpzKus5cJiCY,25DBA9EY11OBE3GG,2026-08-05,order_F8w0Auop8fKKX2,refund,-3906.88,-78.14,-14.07,-3814.67
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_1w530dKhyXOFfP,payment,2115.43,42.31,7.62,2065.50
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_3A7H5Dp0nt1FbF,payment,1408.73,28.17,5.07,1375.49
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_BsECTzxnZopuaJ,payment,2288.41,45.77,8.24,2234.40
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_C25XQqbdjPF9yt,payment,1819.98,36.40,6.55,1777.03
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_IeFpHMqlBPCV84,payment,40231.30,804.63,144.83,39281.84
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_Jr4qTDXJRqHKAL,payment,2856.93,57.14,10.29,2789.50
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_K2lQfD8MBuTScB,payment,743.20,14.86,2.67,725.67
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_OJArroey2cIHHg,payment,2217.70,44.35,7.98,2165.37
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_ZE6KWg7ge4u9aL,payment,1328.32,26.57,4.78,1296.97
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_pIByz3bDKtMZ20,payment,4665.03,93.30,16.79,4554.94
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_sNfTmyKwLDGXLe,payment,2803.96,56.08,10.09,2737.79
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_zG7k8TVGL8hzKj,payment,562.36,11.25,2.03,549.08
setl_Qiq9OJkdadigqf,R2ISAT2JNEEF9HQT,2026-08-06,order_zn7x359NSRTErU,payment,3139.11,62.78,11.30,3065.03
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_2V2WaN72dxNCq8,payment,4942.23,98.84,17.79,4825.60
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_44ukmbamoUyKyU,payment,519.16,10.38,1.87,506.91
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_5LTKI27KWlJozK,payment,2459.91,49.20,8.86,2401.85
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_8ad3drGL8riYBx,payment,34950.68,699.01,125.82,34125.85
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_EPi8mFLHbqp0kZ,payment,2851.37,57.03,10.27,2784.07
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_QOy2QlAbc3cDyR,payment,2233.19,44.66,8.04,2180.49
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_UtuNLG3iinogzQ,payment,2724.16,54.48,9.81,2659.87
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_dBePPCXEtbYCzn,payment,3567.17,71.34,12.84,3482.99
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_dJs4TwigdxFoIE,payment,4916.07,98.32,17.70,4800.05
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_fDHLfBVurHJysC,payment,2641.65,52.83,9.51,2579.31
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_iLfTe71I2y4MsY,payment,4083.04,81.66,14.70,3986.68
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_pSV4FdVJDHmNhZ,payment,50317.46,1006.35,181.14,49129.97
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_qSjomoU3nfkSSj,payment,2251.30,45.03,8.11,2198.16
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_tLvoGm6nCcit6Q,payment,219.88,4.40,0.79,214.69
setl_k4UBs7yk1PMNBY,06HBS5DJJEZHUU3B,2026-08-07,order_y8tJwPfZf9ZPAR,payment,4223.56,84.47,15.20,4123.89
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_1qV7yLN744muK9,payment,2904.28,58.09,10.46,2835.73
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_CZ9ISyAa7ePU4F,payment,51502.90,1030.06,185.41,50287.43
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_D1yfsyEixKZWko,payment,4179.23,83.58,15.04,4080.61
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_KKDW1akFnEzfOe,payment,418.85,8.38,1.51,408.96
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_PWBWOE6tF7uyVq,payment,2971.87,59.44,10.70,2901.73
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_RDDRUPKqPXah8j,payment,307.34,6.15,1.11,300.08
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_Zy4h7FpnwEWYKC,payment,32397.98,647.96,116.63,31633.39
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_ciFlm6J2Jg8ieU,payment,2614.69,52.29,9.41,2552.99
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_lk4ZPacYoHnM84,payment,4716.45,94.33,16.98,4605.14
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_mH26w055WX3I2H,payment,2395.61,47.91,8.62,2339.08
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_oFnbK6KaEoB9sz,payment,4953.10,99.06,17.83,4836.21
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_wtnGOa3gx2cKHM,payment,4747.92,94.96,17.09,4635.87
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_xqTsf80KhCZ3ur,payment,3847.78,76.96,13.85,3756.97
setl_7qezEqMyrqEDCy,XUI0AV8CKMNO0UHX,2026-08-08,order_zmonaXFm5cYHBG,payment,2538.91,50.78,9.14,2478.99
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_6nip3ApeDDKZNK,payment,2986.67,59.73,10.75,2916.19
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_AB1Rt0B5Bu9GBs,payment,4035.47,80.71,14.53,3940.23
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_C8Os00UNFFKJux,payment,3654.74,73.09,13.16,3568.49
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_CANTI9rRwjtKMv,payment,2343.53,46.87,8.44,2288.22
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_IM55VpLLSNShiO,payment,707.59,14.15,2.55,690.89
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_JGxdRwmEgbQdMh,payment,3071.68,61.43,11.06,2999.19
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_L1OgNKLkNS9EJg,payment,856.26,17.13,3.08,836.05
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_YUSGfYsAdCIQii,payment,1902.95,38.06,6.85,1858.04
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_Yqe4nsE6XHA99A,payment,3564.02,71.28,12.83,3479.91
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_Yx10jQlB8jASb4,payment,46641.76,932.84,167.91,45541.01
setl_C9yM0897PJ4MSU,3QWSXYWD26ZGY296,2026-08-09,order_ZDYzKwYopHa3MK,payment,1170.24,23.40,4.21,1142.63
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_DbjzxSTdx14VEp,payment,3506.22,70.12,12.62,3423.48
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_E2HglpsJJYPG0T,payment,1748.76,34.98,6.30,1707.48
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_Epnv1qv7UZIHQl,payment,398.79,7.98,1.44,389.37
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_HodkYuetwz59Zx,payment,18857.91,377.16,67.89,18412.86
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_IakWgtMLHrdEmc,payment,2854.65,57.09,10.28,2787.28
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_NaRpaDHM2IVC8P,payment,4801.60,96.03,17.29,4688.28
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_Q0JYHbllZtsm0X,payment,3321.98,66.44,11.96,3243.58
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_Q4qiWDmGMEvh6q,payment,4703.72,94.07,16.93,4592.72
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_TvU51DdXmZfNRl,payment,4416.73,88.33,15.90,4312.50
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_W9L6BQvk5o5XyL,payment,39763.48,795.27,143.15,38825.06
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_Y0wczijkI5ZmrB,payment,4432.06,88.64,15.96,4327.46
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_af0zF6jJHerAGE,payment,1712.12,34.24,6.16,1671.72
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_fiscfgvFqBfmVM,payment,53726.18,1074.52,193.41,52458.25
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_fvC9dC3zJFqeUx,payment,4179.99,83.60,15.05,4081.34
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_gWIeyeqzlv3ATn,payment,3933.72,78.67,14.16,3840.89
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_p8QmBIIYHwPALm,payment,2019.83,40.40,7.27,1972.16
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_rKHPtUTkiswAC8,payment,1412.94,28.26,5.09,1379.59
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_uH9e52yHaWQ2Ew,payment,2765.52,55.31,9.96,2700.25
setl_41bx77vBAnSUDU,LDSHNDNMXDHUS14E,2026-08-10,order_xopViuCwhEr5Kz,payment,2241.37,44.83,8.07,2188.47
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_APg9u2TLGSshER,payment,669.60,13.39,2.41,653.80
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_BUrPS8qO42uL92,payment,3585.32,71.71,12.91,3500.70
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_Nxg2iBiqdeshLa,payment,1746.21,34.92,6.29,1705.00
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_OtGDMwwsp1qi9L,payment,3505.48,70.11,12.62,3422.75
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_UmFC5EjVVUHlmg,payment,2236.46,44.73,8.05,2183.68
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_exKvKx8HKSnbPq,payment,3488.70,69.77,12.56,3406.37
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_miK979yQ5kWFRd,payment,4236.52,84.73,15.25,4136.54
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_p0oelURRxehXY2,payment,566.36,11.33,2.04,552.99
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_pvVnloTjuvO9dU,payment,3971.54,79.43,14.30,3877.81
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_syhHPZWyK2V3am,payment,1009.65,20.19,3.63,985.83
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_twCUAtoGO5CHN6,payment,2141.26,42.83,7.71,2090.72
setl_JYfEj4vnd4AIzX,WAS85SE1VV02YUKP,2026-08-11,order_Co0dTdxGYzMQXW,chargeback,-1769.10,-35.38,-6.37,-1727.35
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_4rBPiKl4QSMuqn,payment,7163.30,143.27,25.79,6994.24
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_7GcKg9dA7ZKamg,payment,1307.80,26.16,4.71,1276.93
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_8smaU34Poi7D1Y,payment,34486.73,689.73,124.15,33672.85
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_Cr2r4unOYz1pUE,payment,2278.76,45.58,8.20,2224.98
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_CuTbbMS0qMbmjT,payment,3145.94,62.92,11.33,3071.69
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_Exal6jkSWG8iHZ,payment,2678.34,53.57,9.64,2615.13
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_JmTXg8T5TqN5Yt,payment,4287.30,85.75,15.44,4186.11
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_MmBHgDdYcoJWDj,payment,3400.23,68.00,12.24,3319.99
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_NOOOe2tRzQUj1d,payment,2046.81,40.94,7.37,1998.50
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_PmSHPxTFGFdKxd,payment,4097.63,81.95,14.75,4000.93
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_iOnT7bN0cXmPTv,payment,1662.26,33.25,5.99,1623.02
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_mvYdzBKH6qTO8U,payment,1671.45,33.43,6.02,1632.00
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_oJfIWBbTprsvN0,payment,46483.02,929.66,167.34,45386.02
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_p94MRidWYOLu5T,payment,1463.21,29.26,5.27,1428.68
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_q6DAmnGB6KU399,payment,56794.06,1135.88,204.46,55453.72
setl_o9gS2KHS8vMpHJ,P3XBBQM95SUIGM4I,2026-08-12,order_zsGcm73e2JvFQh,payment,39189.24,783.78,141.08,38264.38
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_00bpYrXSSI0hRn,payment,4322.45,86.45,15.56,4220.44
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_2Rt6qcloHisuiE,payment,3323.13,66.46,11.96,3244.71
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_32ETMolOMF6Onb,payment,1621.84,32.44,5.84,1583.56
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_6SUgIg2VQpwHVw,payment,9570.85,191.42,34.46,9344.97
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_8O9Wo9KXn2zKUT,payment,326.92,6.54,1.18,319.20
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_8XvNfyayabxRPm,payment,1376.84,27.54,4.96,1344.34
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_A27TeiorlLlSQL,payment,3124.47,62.49,11.25,3050.73
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_DTgVFX39demqG4,payment,46709.91,934.20,168.16,45607.55
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_GFP5DM6NPj01rt,payment,3740.69,74.81,13.47,3652.41
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_GpHJgzzhLVZVK3,payment,3850.65,77.01,13.86,3759.78
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_jnzpdygcPw2YKG,payment,1963.80,39.28,7.07,1917.45
setl_VMTONzzsf3bh5u,LN5XOQS497YMFJS6,2026-08-13,order_q4BwoROUeYwvKN,payment,4798.92,95.98,17.28,4685.66
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_1MNg3Vmzzu5aP1,payment,4825.51,96.51,17.37,4711.63
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_35SynxZ7DCsH3U,payment,4500.96,90.02,16.20,4394.74
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_4uBYip8bW5NeCW,payment,3726.94,74.54,13.42,3638.98
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_6eHlCKW8qsBndC,payment,2276.56,45.53,8.20,2222.83
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_NV0HP4ek7rPqt8,payment,18733.88,374.68,67.44,18291.76
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_Pb3M3ECmpaqZTW,payment,3797.96,75.96,13.67,3708.33
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_Q3kmPuS9qLxxmt,payment,11464.66,229.29,41.27,11194.10
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_T99u6JivXHmQyA,payment,2382.19,47.64,8.58,2325.97
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_ZVKN9Sqd1wQ5H6,payment,48850.41,977.01,175.86,47697.54
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_icwmSJqM1PrYI3,payment,2391.89,47.84,8.61,2335.44
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_j4lxPAvsKjXPKd,payment,1287.81,25.76,4.64,1257.41
setl_iFIl1DVW1b4v9H,R5W4K95B6XOUOCID,2026-08-14,order_oJ0qnJaK8Lmyfr,payment,4835.49,96.71,17.41,4721.37
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_ECpR5uUyHwOD0B,payment,2900.62,58.01,10.44,2832.17
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_EFf1sMXCWqfXk9,payment,279.78,5.60,1.01,273.17
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_EPSHHDDF77gJwV,payment,293.84,5.88,1.06,286.90
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_I7na4hlYs7haAo,payment,4354.55,87.09,15.68,4251.78
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_MUsnGIqWVKUUg5,payment,10924.45,218.49,39.33,10666.63
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_OXRXUZtP8jybPr,payment,3899.48,77.99,14.04,3807.45
setl_O3kCmBAPfKY99s,AIGXR93VJ9P47XYR,2026-08-15,order_mM8ufrxTCMdnKN,payment,3276.22,65.52,11.79,3198.91
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_330WAnsBYqrL5x,payment,19282.73,385.65,69.42,18827.66
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_VQIPTFQKjHJjTP,payment,751.77,15.04,2.71,734.02
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_d5fJyI3V22uybn,payment,4939.47,98.79,17.78,4822.90
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_eEevhJSZ8a5HPc,payment,2443.26,48.87,8.80,2385.59
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_iw5YHL6ULFU09p,payment,1775.28,35.51,6.39,1733.38
setl_LEt5ia5SDkxi2R,ZHGX20POQLKG2IFM,2026-08-16,order_jSg0TTDTlxlTKd,payment,4340.38,86.81,15.63,4237.94
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_77qQIhyyMukHTU,payment,1279.55,25.59,4.61,1249.35
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_8Bnhe8djk4XjNv,payment,1848.64,36.97,6.65,1805.02
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_9A5KAxpopqON0p,payment,1891.44,37.83,6.81,1846.80
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_E4pqxfQKuIBlPy,payment,52120.12,1042.40,187.63,50890.09
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_FU0Sn5Kw1fmP3s,payment,1977.04,39.54,7.12,1930.38
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_FkDza8AsMXPsFJ,payment,35089.32,701.79,126.32,34261.21
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_U5d0RJJhQ4G9V0,payment,1120.40,22.41,4.03,1093.96
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_Ujao9rItHIHu8Z,payment,3718.29,74.37,13.39,3630.53
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_XqkHhKac6J9Ltx,payment,3778.38,75.57,13.60,3689.21
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_YQRvUaoDfoIb6v,payment,3372.35,67.45,12.14,3292.76
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_eDubl77Az4jMwE,payment,4048.45,80.97,14.57,3952.91
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_lVEL4qtuS6WCFC,payment,37003.04,740.06,133.21,36129.77
setl_2La2f7dvPu8Jms,VM4SPTNYBRMW0ET6,2026-08-17,order_spSpl3HaGDOvgE,payment,4530.43,90.61,16.31,4423.51
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_0Y2DYJTMBzbgXw,payment,473.25,9.47,1.70,462.08
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_51PM4isrUiH3GP,payment,2317.73,46.35,8.34,2263.04
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_5dc4bBD8DaUmVZ,payment,3367.18,67.34,12.12,3287.72
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_AinlfNTwexUH7c,payment,3277.95,65.56,11.80,3200.59
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_IsADLX7w3wIObz,payment,2859.76,57.20,10.30,2792.26
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_MgqKAggoNtYJBJ,payment,39213.48,784.27,141.17,38288.04
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_azSrqd8vLs8Wh7,payment,4553.50,91.07,16.39,4446.04
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_bhu4wwRJz7dxG5,payment,3178.62,63.57,11.44,3103.61
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_clMeOdV6tVwx34,payment,4067.10,81.34,14.64,3971.12
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_puZHAezSROBDfJ,payment,39157.09,783.14,140.97,38232.98
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_qjpYbXpsJAGBl4,payment,2913.52,58.27,10.49,2844.76
setl_qt3o3AD4jWBi0P,9OEQSMY180SGCSOI,2026-08-18,order_sooQjTudqWaSaT,payment,3257.01,65.14,11.73,3180.14
